%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
CONTRADICTION	 ( There ( is ( ( no man ) some:putting_some_cheese_on_a_pizza ) ) ) 	 ( ( A man ) ( is some:putting_some_cheese_on_a_pizza ) ) 	4	5132
NEUTRAL	 ( man:A_man ( is ( ( sprinkling ( shredded cheese ) ) a:on_a_pizza ) ) ) 	 ( man:A_man ( is ( putting ( seasoning a:on_a_pizza ) ) ) ) 	3.6	5133
CONTRADICTION	 ( There ( is ( ( no man ) ( putting ( ( some cheese ) a:on_a_pizza ) ) ) ) ) 	 ( ( A man ) ( is ( ( sprinkling ( shredded cheese ) ) a:on_a_pizza ) ) ) 	3.4	5134
ENTAILMENT	 ( man:A_man ( is ( ( sprinkling cheese ) a:on_a_pizza ) ) ) 	 ( man:A_man ( is ( putting ( ( some cheese ) a:on_a_pizza ) ) ) ) 	4.7	5135
CONTRADICTION	 ( There ( is ( ( no man ) ( ( sprinkling ( shredded cheese ) ) a:on_a_pizza ) ) ) ) 	 ( ( A man ) ( is ( putting ( ( some cheese ) a:on_a_pizza ) ) ) ) 	3.1	5136
ENTAILMENT	 ( man:A_man ( is ( ( sprinkling ( shredded cheese ) ) a:on_a_pizza ) ) ) 	 ( man:A_man ( is ( putting ( ( some cheese ) a:on_a_pizza ) ) ) ) 	4.8	5137
CONTRADICTION	 ( There ( is ( ( no man ) a:doing_a_card_trick ) ) ) 	 ( ( A man ) ( is a:doing_a_card_trick ) ) 	4	5139
CONTRADICTION	 ( man:A_man ( is with:playing_with_water ) ) 	 ( man:A_man ( ( is not ) with:playing_with_water ) ) 	3.6	5141
NEUTRAL	 ( man:A_man ( is ( having ( fun ( with water ) ) ) ) ) 	 ( man:A_man ( is ( doing ( a ( card trick ) ) ) ) ) 	1.1	5142
NEUTRAL	 ( There ( is ( ( no man ) ( doing ( a ( card trick ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( with water ) ) ) ) 	1.2	5145
ENTAILMENT	 ( man:A_man ( is ( buttering ( ( a piece ) bread:of_bread ) ) ) ) 	 ( man:A_man ( is ( buttering ( ( a slice ) bread:of_bread ) ) ) ) 	4.6	5147
ENTAILMENT	 ( lemur:A_lemur ( is ( hanging ( on ( a cord ) ) ) ) ) 	 ( lemur:A_lemur ( is ( hanging ( on ( a rope ) ) ) ) ) 	4.4	5149
NEUTRAL	 ( ( A man ) ( is ( buttering ( ( a slice ) ( of bread ) ) ) ) ) 	 ( ( A lemur ) ( is ( hanging ( on ( a cord ) ) ) ) ) 	1	5153
NEUTRAL	 ( ( A lemur ) ( is ( hanging ( on ( a cord ) ) ) ) ) 	 ( ( A woman ) ( is ( buttering ( ( a piece ) ( of bread ) ) ) ) ) 	1	5154
NEUTRAL	 ( ( A lemur ) ( is ( hanging ( on ( a cord ) ) ) ) ) 	 ( ( A man ) ( is ( buttering ( ( a piece ) ( of bread ) ) ) ) ) 	1	5155
NEUTRAL	 ( ( A woman ) ( is ( putting ( ( a baby ) ( in ( a ( waste bin ) ) ) ) ) ) ) 	 ( ( The woman ) ( is ( poking ( holes ( in ( the potato ) ) ) ) ) ) 	1.1	5160
NEUTRAL	 ( ( A woman ) ( is ( putting ( ( a baby ) ( in ( a ( waste bin ) ) ) ) ) ) ) 	 ( ( The woman ) ( ( is not ) ( poking ( holes ( in ( the potato ) ) ) ) ) ) 	1.185	5161
NEUTRAL	 ( ( The woman ) ( is ( poking ( a potato ) ) ) ) 	 ( There ( is ( ( no woman ) ( putting ( ( a child ) ( in ( a ( waste bin ) ) ) ) ) ) ) ) 	1.1	5163
CONTRADICTION	 ( There ( is ( ( no man ) cleaner:pouring_cleaner_into_the_sink ) ) ) 	 ( ( A man ) ( is cleaner:pouring_cleaner_into_the_sink ) ) 	4.1	5166
ENTAILMENT	 ( ( The drums ) ( are ( being ( played ( by ( the man ) ) ) ) ) ) 	 ( ( The man ) ( is ( playing ( the drums ) ) ) ) 	4.9	5167
NEUTRAL	 ( ( A man ) ( is ( ( pouring cleaner ) ( into ( the sink ) ) ) ) ) 	 ( ( The drums ) ( are ( being ( played ( by ( the man ) ) ) ) ) ) 	1	5169
NEUTRAL	 ( ( The man ) ( is ( playing ( the drums ) ) ) ) 	 ( ( A man ) ( is ( cleaning ( the sink ) ) ) ) 	1.3	5171
CONTRADICTION	 ( There ( ( is ( ( no woman ) deep ) ) food:frying_food ) ) 	 ( ( A woman ) ( ( is deep ) food:frying_food ) ) 	3.1	5175
ENTAILMENT	 ( ( A woman ) ( is ( frying ( some food ) ) ) ) 	 ( ( Some food ) ( is ( being ( fried ( by ( a woman ) ) ) ) ) ) 	5	5176
CONTRADICTION	 ( woman:A_woman ( ( is not ) some:frying_some_food ) ) 	 ( woman:A_woman ( is some:frying_some_food ) ) 	3.6	5177
ENTAILMENT	 ( ( A woman ) ( ( is deep ) ( frying food ) ) ) 	 ( ( Some food ) ( is ( being ( fried ( by ( a woman ) ) ) ) ) ) 	4.5	5178
CONTRADICTION	 ( woman:A_woman ( is ( ( pouring eggs ) ( into frying:a_frying_pan ) ) ) ) 	 ( woman:A_woman ( is ( ( removing eggs ) ( from frying:a_frying_pan ) ) ) ) 	2.6	5186
NEUTRAL	 ( ( A woman ) ( is ( ( pouring eggs ) ( into ( a pan ) ) ) ) ) 	 ( ( A man ) ( is ( petting ( two dogs ) ) ) ) 	1	5187
NEUTRAL	 ( ( A woman ) ( is ( ( pouring eggs ) ( into ( a ( frying pan ) ) ) ) ) ) 	 ( ( Two dogs ) ( are ( being ( petted ( by ( a man ) ) ) ) ) ) 	1	5189
NEUTRAL	 ( ( A man ) ( is ( petting ( two dogs ) ) ) ) 	 ( ( A woman ) ( is ( ( pouring eggs ) ( into ( a ( frying pan ) ) ) ) ) ) 	1	5191
CONTRADICTION	 ( ( The child ) ( is silent ) ) 	 ( ( A boy ) ( is ( saying ( a word ) ) ) ) 	3	5195
NEUTRAL	 ( ( A baby ) ( is talking ) ) 	 ( ( The child ) ( is silent ) ) 	2.6	5197
ENTAILMENT	 ( ( A boy ) ( is ( saying ( a word ) ) ) ) 	 ( ( A child ) ( is talking ) ) 	3.9	5198
NEUTRAL	 ( ( A boy ) ( is ( saying ( a word ) ) ) ) 	 ( There ( is ( ( no baby ) talking ) ) ) 	2.2	5199
ENTAILMENT	 ( ( Some goo:sticky_goo ) ( is ( being ( ( ( pulled out ) a:of_a_bowl ) ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( pulling ( ( some goo:sticky_goo ) ( out a:of_a_bowl ) ) ) ) ) 	5	5201
CONTRADICTION	 ( woman:The_woman ( ( is not ) pasta:putting_pasta_into_a_dish ) ) 	 ( woman:The_woman ( is pasta:putting_pasta_into_a_dish ) ) 	3.3	5204
NEUTRAL	 ( ( A woman ) ( is ( putting ( ( some ( sticky goo ) ) ( in ( a bowl ) ) ) ) ) ) 	 ( ( The woman ) ( is ( ( putting pasta ) ( into ( a dish ) ) ) ) ) 	2.8	5208
ENTAILMENT	 ( men:The_men ( are ( playing soccer ) ) ) 	 ( men:The_men ( are ( playing ( with ( a ball ) ) ) ) ) 	4.5	5212
NEUTRAL	 ( ( The men ) ( ( are not ) ( playing soccer ) ) ) 	 ( ( A man ) ( is ( riding ( a motorcycle ) ) ) ) 	1.5	5215
NEUTRAL	 ( ( The men ) ( are ( playing soccer ) ) ) 	 ( ( A man ) ( is ( riding ( a motorbike ) ) ) ) 	1.1	5216
ENTAILMENT	 ( ( A dog ) looking:is_looking_around ) 	 ( ( An animal ) looking:is_looking_around ) 	4.6	5219
CONTRADICTION	 ( ( A dog ) ( is around:looking_around ) ) 	 ( There ( is ( ( no dog ) around:looking_around ) ) ) 	2.9	5220
NEUTRAL	 ( dog:A_dog ( is ( looking around ) ) ) 	 ( dog:A_dog ( is ( ( looking ( at ( ( a piece ) ( of furniture ) ) ) ) ( in ( a shop ) ) ) ) ) 	4.3	5223
NEUTRAL	 ( ( A dog ) ( is ( looking ( at ( a ( store counter ) ) ) ) ) ) 	 ( ( An animal ) ( is ( looking around ) ) ) 	3.3	5225
CONTRADICTION	 ( ( A dog ) ( is ( looking ( at ( a ( store counter ) ) ) ) ) ) 	 ( There ( is ( ( no dog ) ( looking around ) ) ) ) 	3.7	5226
NEUTRAL	 ( dog:A_dog ( is ( looking ( at ( a ( store counter ) ) ) ) ) ) 	 ( dog:A_dog ( is ( looking around ) ) ) 	3.9	5227
CONTRADICTION	 ( tiger:A_tiger ( is around:walking_around ) ) 	 ( tiger:A_tiger ( ( is not ) around:walking_around ) ) 	3.6	5231
NEUTRAL	 ( ( A tiger ) ( is ( strolling around ) ) ) 	 ( ( A ( tiger cub ) ) ( is ( making ( a sound ) ) ) ) 	3.2	5232
NEUTRAL	 ( ( A ( tiger cub ) ) ( is roaring ) ) 	 ( ( A tiger ) ( is ( walking around ) ) ) 	3.1	5234
NEUTRAL	 ( ( A tiger ) ( is ( walking around ) ) ) 	 ( ( A ( tiger cub ) ) ( is ( making ( a sound ) ) ) ) 	2.9	5236
CONTRADICTION	 ( woman:A_woman ( is meat:frying_meat ) ) 	 ( woman:A_woman ( ( is not ) meat:frying_meat ) ) 	3.5	5238
NEUTRAL	 ( woman:A_woman ( is ( ( placing food ) a:in_a_pot_of_hot_water ) ) ) 	 ( woman:A_woman ( is ( ( cooking food ) a:in_a_pot_of_hot_water ) ) ) 	4.4	5239
NEUTRAL	 ( woman:A_woman ( is ( frying meat ) ) ) 	 ( woman:A_woman ( is ( ( placing food ) ( in ( ( a pot ) ( of ( cold water ) ) ) ) ) ) ) 	3.165	5242
NEUTRAL	 ( woman:A_woman ( ( is not ) ( frying meat ) ) ) 	 ( woman:A_woman ( is ( ( placing food ) ( in ( ( a pot ) ( of ( hot water ) ) ) ) ) ) ) 	3.4	5244
ENTAILMENT	 ( ( The trumpet ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( the trumpet ) ) ) ) 	4.7	5246
NEUTRAL	 ( ( A woman ) playing:is_playing_the_trumpet ) 	 ( ( A man ) playing:is_playing_the_trumpet ) 	3.1	5247
NEUTRAL	 ( Someone ( is ( playing ( with ( a toad ) ) ) ) ) 	 ( Someone ( is ( playing ( with ( a frog ) ) ) ) ) 	4.2	5248
CONTRADICTION	 ( Nobody playing:is_playing_with_a_toad ) 	 ( Someone playing:is_playing_with_a_toad ) 	3.9	5249
NEUTRAL	 ( Nobody ( is ( playing ( with ( a toad ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( the trumpet ) ) ) ) 	1	5251
NEUTRAL	 ( ( A woman ) ( is ( playing ( the trumpet ) ) ) ) 	 ( Someone ( is ( playing ( with ( a toad ) ) ) ) ) 	1.7	5253
NEUTRAL	 ( ( A man ) ( is ( playing ( the trumpet ) ) ) ) 	 ( Someone ( is ( playing ( with ( a toad ) ) ) ) ) 	1.7	5254
CONTRADICTION	 ( person:The_person ( is the:riding_the_horse ) ) 	 ( person:The_person ( ( is not ) the:riding_the_horse ) ) 	3.8	5258
NEUTRAL	 ( ( A man ) ( is ( riding ( a horse ) ) ) ) 	 ( ( The person ) ( ( is not ) ( riding ( the horse ) ) ) ) 	3.7	5260
ENTAILMENT	 ( ( A horse ) ( is ( being ( ridden ( by ( a man ) ) ) ) ) ) 	 ( ( The person ) ( is ( riding ( the horse ) ) ) ) 	4.7	5261
NEUTRAL	 ( There ( is ( ( no man ) ( riding ( a horse ) ) ) ) ) 	 ( ( The person ) ( is ( riding ( the horse ) ) ) ) 	3.5	5262
ENTAILMENT	 ( ( A man ) ( is ( riding ( a horse ) ) ) ) 	 ( ( The person ) ( is ( riding ( the horse ) ) ) ) 	4.6	5263
NEUTRAL	 ( person:A_person ( is ( folding ( a sheet ) ) ) ) 	 ( person:A_person ( is ( folding ( ( a piece ) ( of paper ) ) ) ) ) 	3.5	5264
CONTRADICTION	 ( Someone folding:is_folding_a_piece_of_paper ) 	 ( Nobody folding:is_folding_a_piece_of_paper ) 	2.8	5267
CONTRADICTION	 ( Nobody folding:is_folding_a_piece_of_paper ) 	 ( ( A person ) folding:is_folding_a_piece_of_paper ) 	2.8	5269
NEUTRAL	 ( ( A ( young boy ) ) using:is_using_sign_language ) 	 ( ( A ( young girl ) ) using:is_using_sign_language ) 	4.1	5276
ENTAILMENT	 ( ( Sign language ) ( is ( being ( used ( by ( a ( young girl ) ) ) ) ) ) ) 	 ( ( A girl ) ( is ( communicating ( with ( sign language ) ) ) ) ) 	4.7	5277
NEUTRAL	 ( ( A girl ) ( is ( communicating ( with language:sign_language ) ) ) ) 	 ( ( A ( young boy ) ) ( is ( using language:sign_language ) ) ) 	3.3	5278
ENTAILMENT	 ( ( A rabbit ) playing:is_playing_with_a_stuffed_bunny ) 	 ( ( A bunny ) playing:is_playing_with_a_stuffed_bunny ) 	4.5	5282
ENTAILMENT	 ( rabbit:A_rabbit ( is ( playing ( with ( a ( toy rabbit ) ) ) ) ) ) 	 ( rabbit:A_rabbit ( is ( playing ( with ( a ( stuffed bunny ) ) ) ) ) ) 	4.4	5288
ENTAILMENT	 ( man:A_man ( is ( jumping ( rope ( in ( a field ) ) ) ) ) ) 	 ( man:A_man ( is ( jumping ( rope outside ) ) ) ) 	4.5	5291
CONTRADICTION	 ( woman:A_woman ( ( is not ) a:slicing_a_cucumber ) ) 	 ( woman:A_woman ( is a:slicing_a_cucumber ) ) 	3.935	5294
NEUTRAL	 ( ( A man ) ( is ( jumping ( rope outside ) ) ) ) 	 ( ( A woman ) ( ( is not ) ( slicing ( a cucumber ) ) ) ) 	1	5296
NEUTRAL	 ( woman:A_woman ( is ( slicing ( a cucumber ) ) ) ) 	 ( woman:A_woman ( is ( jumping ( rope outside ) ) ) ) 	1.3	5298
CONTRADICTION	 ( man:The_man ( ( is not ) a:slicing_a_potato ) ) 	 ( man:The_man ( is a:slicing_a_potato ) ) 	3.9	5303
ENTAILMENT	 ( ( A potato ) ( is ( being ( sliced ( by ( the man ) ) ) ) ) ) 	 ( ( A man ) ( is ( slicing potatoes ) ) ) 	4.6	5304
ENTAILMENT	 ( ( The man ) ( is ( slicing ( a potato ) ) ) ) 	 ( Potatoes ( are ( being ( sliced ( by ( a man ) ) ) ) ) ) 	4.7	5306
ENTAILMENT	 ( ( A instrument:wind_instrument ) ( is ( being ( played ( by ( a girl ) ) ) ) ) ) 	 ( ( A girl ) ( is ( playing ( a instrument:wind_instrument ) ) ) ) 	4.9	5311
ENTAILMENT	 ( ( A girl ) ( is ( playing ( a flute ) ) ) ) 	 ( ( A ( wind instrument ) ) ( is ( being ( played ( by ( a girl ) ) ) ) ) ) 	4.3	5313
NEUTRAL	 ( ( A girl ) ( is ( playing ( a flute ) ) ) ) 	 ( ( A boy ) ( is ( playing ( a ( wind instrument ) ) ) ) ) 	3.1	5314
ENTAILMENT	 ( girl:A_girl ( is ( playing ( a flute ) ) ) ) 	 ( girl:A_girl ( is ( playing ( a ( wind instrument ) ) ) ) ) 	4.4	5317
ENTAILMENT	 ( ( A keyboard ) ( is ( being ( played ( by ( a person ) ) ) ) ) ) 	 ( ( A person ) ( is ( playing ( a keyboard ) ) ) ) 	4.8	5318
CONTRADICTION	 ( person:A_person ( is a:playing_a_keyboard ) ) 	 ( person:A_person ( ( is not ) a:playing_a_keyboard ) ) 	4	5319
CONTRADICTION	 ( Someone ( is piano:playing_piano ) ) 	 ( Someone ( ( is not ) piano:playing_piano ) ) 	3	5321
NEUTRAL	 ( Someone ( is ( playing piano ) ) ) 	 ( ( A keyboard ) ( is ( being ( played ( by ( a person ) ) ) ) ) ) 	3.8	5324
NEUTRAL	 ( Someone ( is ( playing piano ) ) ) 	 ( ( A person ) ( ( is not ) ( playing ( a keyboard ) ) ) ) 	3	5325
ENTAILMENT	 ( man:A_man ( is ( jumping a:into_a_pool ) ) ) 	 ( man:A_man ( is ( diving a:into_a_pool ) ) ) 	4.8	5327
ENTAILMENT	 ( man:A_man ( is ( jumping a:into_a_pool ) ) ) 	 ( man:A_man ( is ( diving a:into_a_pool ) ) ) 	4.4	5333
NEUTRAL	 ( ( A woman ) diving:is_diving_into_a_pool ) 	 ( ( A man ) diving:is_diving_into_a_pool ) 	3.5	5334
ENTAILMENT	 ( man:The_man ( is ( seasoning ( the sausages ) ) ) ) 	 ( man:The_man ( is ( seasoning ( the meat ) ) ) ) 	4.4	5338
NEUTRAL	 ( man:The_man ( is ( adding ( seasoning ( to ( ( the water ) ( in ( a bowl ) ) ) ) ) ) ) ) 	 ( man:The_man ( is ( seasoning ( the meat ) ) ) ) 	3	5340
NEUTRAL	 ( man:The_man ( ( is not ) ( seasoning ( the sausages ) ) ) ) 	 ( man:The_man ( is ( adding ( seasoning ( to ( ( the water ) ( in ( a bowl ) ) ) ) ) ) ) ) 	3	5341
NEUTRAL	 ( Seasoning ( is ( being ( ( added ( to ( the water ) ) ) ( by ( the man ) ) ) ) ) ) 	 ( ( The man ) ( is ( seasoning ( the sausages ) ) ) ) 	3.7	5342
ENTAILMENT	 ( ( A man ) ( is ( playing ( a flute ) ) ) ) 	 ( ( A flute ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	4.9	5345
CONTRADICTION	 ( There ( is ( ( no man ) a:playing_a_flute ) ) ) 	 ( ( A man ) ( is a:playing_a_flute ) ) 	3	5346
ENTAILMENT	 ( ( A man ) ( is ( playing ( a flute:large_flute ) ) ) ) 	 ( ( A flute:large_flute ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	4.9	5347
NEUTRAL	 ( man:A_man ( is ( playing ( a ( large flute ) ) ) ) ) 	 ( man:A_man ( is ( playing ( a ( small flute ) ) ) ) ) 	3.9	5348
ENTAILMENT	 ( man:A_man ( is ( playing ( a ( small flute ) ) ) ) ) 	 ( man:A_man ( is ( playing ( a flute ) ) ) ) 	4.7	5350
ENTAILMENT	 ( ( A man ) ( is ( playing ( a ( large flute ) ) ) ) ) 	 ( ( A flute ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	4.4	5351
ENTAILMENT	 ( ( The lady ) ( is ( peeling ( the potato ) ) ) ) 	 ( ( The potato ) ( is ( being ( peeled ( by ( the lady ) ) ) ) ) ) 	5	5356
CONTRADICTION	 ( ( The lady ) ( is the:peeling_the_potato ) ) 	 ( There ( is ( ( no lady ) the:peeling_the_potato ) ) ) 	2.7	5357
ENTAILMENT	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	 ( ( The potato ) ( is ( being ( peeled ( by ( the lady ) ) ) ) ) ) 	4.8	5358
CONTRADICTION	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	 ( There ( is ( ( no lady ) ( peeling ( the potato ) ) ) ) ) 	4.2	5359
CONTRADICTION	 ( ( The lady ) ( is ( peeling ( the potato ) ) ) ) 	 ( ( A woman ) ( ( is not ) ( peeling ( a potato ) ) ) ) 	4.2	5361
ENTAILMENT	 ( ( The lady ) ( is ( peeling ( the potato ) ) ) ) 	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	5	5362
NEUTRAL	 ( ( A flute ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( riding ( a scooter ) ) ) ) 	1.3	5369
NEUTRAL	 ( ( A man ) ( is ( riding ( a scooter ) ) ) ) 	 ( There ( is ( ( no man ) ( playing ( a flute ) ) ) ) ) 	1.1	5370
ENTAILMENT	 ( man:A_man ( is ( playing ( the guitar ) ) ) ) 	 ( man:A_man ( is ( playing ( the instrument ) ) ) ) 	4.3	5372
NEUTRAL	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	 ( ( An octopus ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) ) 	1	5376
NEUTRAL	 ( ( A woman ) ( ( is not ) ( slicing ( an octopus ) ) ) ) 	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	1	5377
NEUTRAL	 ( ( A woman ) ( is ( slicing ( an octopus ) ) ) ) 	 ( ( A man ) ( is ( playing ( the instrument ) ) ) ) 	1	5378
NEUTRAL	 ( There ( is ( ( no man ) ( playing ( the guitar ) ) ) ) ) 	 ( ( A woman ) ( is ( slicing ( an octopus ) ) ) ) 	1	5379
NEUTRAL	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	 ( ( A woman ) ( is ( slicing ( an octopus ) ) ) ) 	1	5380
ENTAILMENT	 ( ( The guitar ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	5	5383
CONTRADICTION	 ( ( A man ) ( is the:playing_the_guitar ) ) 	 ( There ( is ( ( no man ) the:playing_the_guitar ) ) ) 	4.3	5384
NEUTRAL	 ( ( A man ) ( is ( playing ( the drums ) ) ) ) 	 ( ( The guitar ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	2	5385
NEUTRAL	 ( ( The drums ) ( are ( being ( played ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	2.9	5387
NEUTRAL	 ( man:A_man ( is ( playing ( the drums ) ) ) ) 	 ( man:A_man ( is ( playing ( the guitar ) ) ) ) 	3.7	5389
NEUTRAL	 ( man:A_man ( is ( ( removing food:some_food ) ( from box:a_box ) ) ) ) 	 ( man:A_man ( is ( putting ( food:some_food ( in box:a_box ) ) ) ) ) 	3.4	5391
CONTRADICTION	 ( man:The_man ( ( is not ) chicken:putting_chicken_into_the_container ) ) 	 ( man:The_man ( is chicken:putting_chicken_into_the_container ) ) 	3.3	5393
NEUTRAL	 ( ( The man ) ( ( is not ) ( ( putting chicken ) ( into ( the container ) ) ) ) ) 	 ( ( A man ) ( is ( putting ( ( some food ) ( in ( a box ) ) ) ) ) ) 	3.7	5395
CONTRADICTION	 ( ( A man ) ( is ( ( removing ( some food ) ) ( from ( a box ) ) ) ) ) 	 ( ( The man ) ( is ( ( putting chicken ) ( into ( the container ) ) ) ) ) 	2.5	5397
ENTAILMENT	 ( ( The man ) ( is ( ( putting chicken ) ( into ( the container ) ) ) ) ) 	 ( ( A man ) ( is ( putting ( ( some food ) ( in ( a box ) ) ) ) ) ) 	4.315	5398
ENTAILMENT	 ( Eggs ( are ( being ( ( cracked a:into_a_bowl ) ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( ( cracking eggs ) a:into_a_bowl ) ) ) 	4.9	5399
ENTAILMENT	 ( ( A woman ) ( is ( ( placing skewers ) a:onto_a_rack ) ) ) 	 ( Skewers ( are ( being ( ( placed a:onto_a_rack ) ( by ( a woman ) ) ) ) ) ) 	4.9	5401
NEUTRAL	 ( ( A woman ) ( is ( ( cracking eggs ) ( into ( a bowl ) ) ) ) ) 	 ( There ( is ( ( no woman ) ( ( placing skewers ) ( onto ( a rack ) ) ) ) ) ) 	1.4	5404
NEUTRAL	 ( Eggs ( are ( being ( ( cracked ( into ( a bowl ) ) ) ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( ( placing skewers ) ( onto ( a rack ) ) ) ) ) 	1.7	5405
NEUTRAL	 ( woman:A_woman ( is ( taking ( eggs ( out ( of ( a bowl ) ) ) ) ) ) ) 	 ( woman:A_woman ( is ( ( placing skewers ) ( onto ( a rack ) ) ) ) ) 	1.9	5406
NEUTRAL	 ( woman:A_woman ( is ( ( cracking eggs ) ( into ( a bowl ) ) ) ) ) 	 ( woman:A_woman ( is ( ( placing skewers ) ( onto ( a rack ) ) ) ) ) 	2.4	5407
CONTRADICTION	 ( baby:A_baby ( ( is not ) a:playing_a_guitar ) ) 	 ( baby:A_baby ( is a:playing_a_guitar ) ) 	2.7	5409
CONTRADICTION	 ( little:The_little_boy ( is and:singing_and_playing_the_guitar ) ) 	 ( little:The_little_boy ( ( is not ) and:singing_and_playing_the_guitar ) ) 	3.2	5411
NEUTRAL	 ( ( The ( little boy ) ) ( is ( ( ( singing and ) playing ) ( the guitar ) ) ) ) 	 ( ( A guitar ) ( is ( being ( played ( by ( a baby ) ) ) ) ) ) 	3.5	5414
NEUTRAL	 ( ( A baby ) ( ( is not ) ( playing ( a guitar ) ) ) ) 	 ( ( The ( little boy ) ) ( is ( ( ( singing and ) playing ) ( the guitar ) ) ) ) 	3.6	5415
ENTAILMENT	 ( woman:A_woman ( is ( peeling ( a potato ) ) ) ) 	 ( woman:A_woman ( is ( peeling food ) ) ) 	4.3	5419
CONTRADICTION	 ( There ( is ( ( no woman ) a:peeling_a_potato ) ) ) 	 ( ( A woman ) ( is a:peeling_a_potato ) ) 	4.5	5420
NEUTRAL	 ( ( A person ) ( is ( passionately ( ( playing ( a guitar ) ) ( in ( front ( of ( an audience ) ) ) ) ) ) ) ) 	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	1	5423
ENTAILMENT	 ( ( A man ) reading:is_reading_the_email ) 	 ( ( A person ) reading:is_reading_the_email ) 	4.8	5426
CONTRADICTION	 ( There ( is ( ( no man ) the:reading_the_email ) ) ) 	 ( ( A man ) ( is the:reading_the_email ) ) 	3.365	5427
CONTRADICTION	 ( Someone ( is the:reading_the_email ) ) 	 ( Someone ( ( is not ) the:reading_the_email ) ) 	4.1	5429
ENTAILMENT	 ( Someone reading:is_reading_the_email ) 	 ( ( A person ) reading:is_reading_the_email ) 	4.8	5432
ENTAILMENT	 ( ( A man ) reading:is_reading_the_email ) 	 ( Someone reading:is_reading_the_email ) 	4.6	5434
ENTAILMENT	 ( ( Two ( baby pandas ) ) playing:are_playing ) 	 ( ( Two cubs ) playing:are_playing ) 	3.9	5435
NEUTRAL	 ( baby:Two_baby_pandas ( are sleeping ) ) 	 ( baby:Two_baby_pandas ( are playing ) ) 	3.5	5436
ENTAILMENT	 ( ( Two pandas ) lying:are_lying_together ) 	 ( ( Two ( panda bears ) ) lying:are_lying_together ) 	5	5437
NEUTRAL	 ( ( Two ( baby pandas ) ) ( are playing ) ) 	 ( ( Two ( panda bears ) ) ( are ( lying together ) ) ) 	3.6	5439
ENTAILMENT	 ( ( Two ( baby pandas ) ) ( are playing ) ) 	 ( ( Two pandas ) ( ( are not ) ( lying together ) ) ) 	3.2	5440
NEUTRAL	 ( ( Two pandas ) ( are ( lying together ) ) ) 	 ( ( Two ( baby pandas ) ) ( are playing ) ) 	3.2	5443
ENTAILMENT	 ( ( A woman ) ( is ( frying fish ) ) ) 	 ( Fish ( is ( being ( fried ( by ( a woman ) ) ) ) ) ) 	5	5446
CONTRADICTION	 ( woman:A_woman ( is fish:frying_fish ) ) 	 ( woman:A_woman ( ( is not ) fish:frying_fish ) ) 	3.3	5447
NEUTRAL	 ( woman:A_woman ( is ( cooking fish ) ) ) 	 ( woman:A_woman ( ( is not ) ( frying fish ) ) ) 	3.6	5449
ENTAILMENT	 ( ( A woman ) ( is ( playing ( the flute ) ) ) ) 	 ( ( The flute ) ( is ( being ( played ( by ( a woman ) ) ) ) ) ) 	4.8	5455
NEUTRAL	 ( ( A woman ) playing:is_playing_the_flute ) 	 ( ( A man ) playing:is_playing_the_flute ) 	3.7	5456
NEUTRAL	 ( ( A man ) ( is ( playing ( a flute ) ) ) ) 	 ( ( The flute ) ( is ( being ( played ( by ( a woman ) ) ) ) ) ) 	3.3	5457
ENTAILMENT	 ( man:A_man ( is ( playing ( a flute ) ) ) ) 	 ( man:A_man ( is ( playing ( the flute ) ) ) ) 	4.9	5458
NEUTRAL	 ( ( A man ) ( is ( playing ( an instrument ) ) ) ) 	 ( ( A woman ) ( is ( playing ( the flute ) ) ) ) 	2.2	5459
NEUTRAL	 ( ( A woman ) ( is ( playing ( the flute ) ) ) ) 	 ( ( A man ) ( ( is not ) ( playing ( a flute ) ) ) ) 	3.8	5460
